MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Access Time,Clock Frequency,DigiKey Programmable,Grade,Memory Format,Memory Interface,Memory Organization,Memory Size,Memory Type,Operating Temperature,Qualification,Series,Technology,Voltage - Supply,"Write Cycle Time - Word, Page"
MB85RS64PNF-G-AMERE2,RAMXEED,IC FRAM 64KBIT SPI 20MHZ 8SOP,memory,1459,3.48,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7704/MB85RS64-Datasheet.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS64PNF-G-AMERE2/26797835,18 ns,20 MHz,,,FRAM,SPI,8K x 8,64Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),2.7V ~ 3.6V,
MB85RS64TPNF-G-AMERE2,RAMXEED,IC FRAM 64KBIT SPI 10MHZ 8SOP,memory,669,3.48,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,,https://www.digikey.com/en/products/detail/ramxeed/MB85RS64TPNF-G-AMERE2/25935800,18 ns,10 MHz,,,FRAM,SPI,8K x 8,64Kbit,Non-Volatile,-40°C ~ 85°C (TA),,,FRAM (Ferroelectric RAM),1.8V ~ 3.6V,
MB85RS64VYPNF-G-BCERE1,RAMXEED,IC FRAM 64KBIT SPI 33MHZ 8SOP,memory,796,4.3,"8-SOIC (0.154"", 3.90mm Width)",Surface Mount,Active,https://www.ramxeed.com/assets/images/products/datasheet/FeRAM/s5/MB85RS64VY-DS2v0-E.pdf,https://www.digikey.com/en/products/detail/ramxeed/MB85RS64VYPNF-G-BCERE1/13539973,,33 MHz,Not Verified,Automotive,FRAM,SPI,8K x 8,64Kbit,Non-Volatile,-40°C ~ 125°C (TA),AEC-Q100,,FRAM (Ferroelectric RAM),2.7V ~ 5.5V,
N01S830HAT22I,onsemi,IC SRAM 1MBIT SPI 20MHZ 8TSSOP,memory,411,4.46,"8-TSSOP (0.173"", 4.40mm Width)",Surface Mount,Active,https://www.onsemi.com/pdf/datasheet/n01s830ha-d.pdf,https://www.digikey.com/en/products/detail/onsemi/N01S830HAT22I/6166720,,20 MHz,Not Verified,,SRAM,SPI,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.5V ~ 5.5V,
R1LP0108ESN-5SI#B1,Renesas Electronics Corporation,IC SRAM 1MBIT PARALLEL 32SOP,memory,93,3.32,"32-SOIC (0.450"", 11.40mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/r1lp0108e-series-datasheet-old-edition-r10ds0151ej0100,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/R1LP0108ESN-5SI-B1/9655841,55 ns,,Not Verified,,SRAM,Parallel,128K x 8,1Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,4.5V ~ 5.5V,55ns
R1LP0408DSP-5SI#B1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 32SOP,memory,679,4.76,"32-SOIC (0.450"", 11.40mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/r1lp0408d-series-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/R1LP0408DSP-5SI-B1/9655842,55 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,4.5V ~ 5.5V,55ns
R1LV0208BSA-5SI#B1,Renesas Electronics Corporation,IC SRAM 2MBIT PARALLEL 32TSOP I,memory,0,3.43,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/r1lv0208bsa-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/R1LV0208BSA-5SI-B1/6221271,55 ns,,Not Verified,,SRAM,Parallel,256K x 8,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,55ns
R1LV0208BSA-5SI#S1,Renesas Electronics Corporation,IC SRAM 2MBIT PARALLEL 32TSOP I,memory,664,3.32,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/r1lv0208bsa-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/R1LV0208BSA-5SI-S1/6221272,55 ns,,Not Verified,,SRAM,Parallel,256K x 8,2Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,55ns
R1RW0416DSB-2PI#D1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,237,7.04,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/r1rw0416di-series-datasheet?r=498511,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/R1RW0416DSB-2PI-D1/6204389,12 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,3V ~ 3.6V,12ns
RMLV0408EGSA-4S2#AA1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 32TSOP I,memory,159,4.76,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0408e-series-datasheet-rev300,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0408EGSA-4S2-AA1/6007714,45 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,45ns
RMLV0408EGSA-4S2#KA1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 32TSOP I,memory,2158,4.76,"32-TFSOP (0.465"", 11.80mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0408e-series-datasheet-rev300,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0408EGSA-4S2-KA1/6007715,45 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,45ns
RMLV0408EGSP-4S2#CA1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 32SOP,memory,0,4.76,"32-SOIC (0.450"", 11.40mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0408e-series-datasheet-rev300,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0408EGSP-4S2-CA1/9655846,45 ns,,Not Verified,,SRAM,Parallel,512K x 8,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,45ns
RMLV0414EGSB-4S2#AA1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,180,4.76,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0414e-series-datasheet-rev300,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0414EGSB-4S2-AA1/6007718,45 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,45ns
RMLV0416EGSB-4S2#AA1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,407,4.76,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0416e-series-datasheet-rev300,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0416EGSB-4S2-AA1/6007720,45 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,45ns
RMLV0416EGSB-4S2#HA1,Renesas Electronics Corporation,IC SRAM 4MBIT PARALLEL 44TSOP II,memory,4770,4.76,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0416e-series-datasheet-rev300,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0416EGSB-4S2-HA1/6007721,45 ns,,Not Verified,,SRAM,Parallel,256K x 16,4Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,45ns
RMLV0808BGSB-4S2#AA0,Renesas Electronics Corporation,IC SRAM 8MBIT PARALLEL 44TSOP II,memory,0,7.04,"44-TSOP (0.400"", 10.16mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0808bgsb-4s2-datasheet?r=507266,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0808BGSB-4S2-AA0/6073049,45 ns,,Not Verified,,SRAM,Parallel,1M x 8,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.4V ~ 3.6V,45ns
RMLV0816BGBG-4S2#AC0,Renesas Electronics Corporation,IC SRAM 8MBIT PARALLEL 48TFBGA,memory,0,7.04,48-TFBGA,Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv0816bgbg-4s2-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV0816BGBG-4S2-AC0/6073051,45 ns,,Not Verified,,SRAM,Parallel,512K x 16,8Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.4V ~ 3.6V,45ns
RMLV1616AGSA-5S2#AA0,Renesas Electronics Corporation,IC SRAM 16MBIT PARALLEL 48TSOP I,memory,231,23.59,"48-TFSOP (0.724"", 18.40mm Width)",Surface Mount,Active,https://www.renesas.com/us/en/document/dst/rmlv1616a-series-datasheet,https://www.digikey.com/en/products/detail/renesas-electronics-corporation/RMLV1616AGSA-5S2-AA0/6073061,55 ns,,Not Verified,,SRAM,Parallel,"2M x 8, 1M x 16",16Mbit,Volatile,-40°C ~ 85°C (TA),,,SRAM,2.7V ~ 3.6V,55ns
S27KL0642DPBHB023,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,2219,6.51,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KL0642DPBHB023/16840455,36 ns,166 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 105°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,36ns
S27KL0642DPBHI020,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,7673,4.92,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KL0642DPBHI020/11611394,36 ns,166 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,36ns
S27KL0642DPBHI023,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,3387,4.92,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KL0642DPBHI023/16840450,36 ns,166 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,36ns
S27KL0642GABHB020,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,834,7.12,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KL0642GABHB020/11611413,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 105°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,35ns
S27KS0642GABHI020,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,257,5.4,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KS0642GABHI020/11611393,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™ KS,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S27KS0642GABHI030,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,0,5.4,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KS0642GABHI030/11611421,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™ KS,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S27KS0642GABHV020,Infineon Technologies,IC PSRAM 64MBIT HYPERBUS 24FBGA,memory,718,5.76,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S27KL0642_S27KS0642_3.0_V_1.8_V_64_Mb_(8_MB)_HyperRAM_Self-Refresh_DRAM-DataSheet-v09_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee8a1c47164,https://www.digikey.com/en/products/detail/infineon-technologies/S27KS0642GABHV020/11611404,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,8M x 8,64Mbit,Volatile,-40°C ~ 105°C (TA),,HYPERRAM™ KS,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S70KL1282DPBHI020,Infineon Technologies,IC PSRAM 128MBIT HYPERBUS 24FBGA,memory,4385,6.81,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S70KL1282_S70KS1282_3.0_V_1.8_V_128_Mb_(16_MB)_HYPERBUS_INTERFACE_HYPERRAM_(SELF-REFRESH_DRAM)-DataSheet-v03_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee9315b7210,https://www.digikey.com/en/products/detail/infineon-technologies/S70KL1282DPBHI020/16840447,36 ns,166 MHz,Not Verified,,PSRAM,HyperBus,16M x 8,128Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,36ns
S70KL1282GABHV020,Infineon Technologies,IC PSRAM 128MBIT HYPERBUS 24FBGA,memory,1286,7.98,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S70KL1282_S70KS1282_3.0_V_1.8_V_128_Mb_(16_MB)_HYPERBUS_INTERFACE_HYPERRAM_(SELF-REFRESH_DRAM)-DataSheet-v03_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee9315b7210,https://www.digikey.com/en/products/detail/infineon-technologies/S70KL1282GABHV020/11611420,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,16M x 8,128Mbit,Volatile,-40°C ~ 105°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,35ns
S70KL1283DPBHV020,Infineon Technologies,IC PSRAM 128MBIT SPI/OCTL 24FBGA,memory,2328,7.27,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S70KL1283_S70KS1283_Octal_xSPI_Interface_HyperRam_(Self-Refresh_DRAM)-DataSheet-v01_00-EN.pdf?fileId=8ac78c8c7d0d8da4017d0ee91dc171f9,https://www.digikey.com/en/products/detail/infineon-technologies/S70KL1283DPBHV020/11611409,36 ns,166 MHz,Not Verified,,PSRAM,SPI - Octal I/O,16M x 8,128Mbit,Volatile,-40°C ~ 105°C (TA),,HYPERRAM™ KL,PSRAM (Pseudo SRAM),2.7V ~ 3.6V,36ns
S80KS2562GABHB020,Infineon Technologies,IC PSRAM 256MBIT HYPERBUS 24FBGA,memory,368,11.61,24-VBGA,Surface Mount,Active,,https://www.digikey.com/en/products/detail/infineon-technologies/S80KS2562GABHB020/15930419,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,32M x 8,256Mbit,Volatile,-40°C ~ 105°C (TA),,,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S80KS5122GABHA020,Infineon Technologies,IC PSRAM 512MBIT HYPERBUS 24FBGA,memory,676,13.83,24-VBGA,Surface Mount,Active,https://www.infineon.com/dgdl/Infineon-S80KS5122_1.8_V_512-Mbit_HyperBus_Interface_HyperRAM_(Self-Refresh_DRAM)-DataSheet-v01_00-EN.pdf?fileId=8ac78c8c7dc4255f017dd81b77c1088f,https://www.digikey.com/en/products/detail/infineon-technologies/S80KS5122GABHA020/15965281,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,64M x 8,512Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S80KS5122GABHI020,Infineon Technologies,IC PSRAM 512MBIT HYPERBUS 24FBGA,memory,496,11.81,24-VBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7201/S80KS5122.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/S80KS5122GABHI020/15965288,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,64M x 8,512Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S80KS5122GABHM020,Infineon Technologies,IC PSRAM 512MBIT HYPERBUS 24FBGA,memory,698,15.67,24-VBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7201/S80KS5122.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/S80KS5122GABHM020/15965307,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,64M x 8,512Mbit,Volatile,-40°C ~ 125°C (TA),,HYPERRAM™,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S80KS5122GABHV020,Infineon Technologies,IC PSRAM 512MBIT HYPERBUS 24FBGA,memory,496,12.72,24-VBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7201/S80KS5122.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/S80KS5122GABHV020/15965282,35 ns,200 MHz,Not Verified,,PSRAM,HyperBus,64M x 8,512Mbit,Volatile,-40°C ~ 105°C (TA),,HYPERRAM™,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
S80KS5123GABHA020,Infineon Technologies,IC PSRAM 512MBIT SPI/OCTL 24FBGA,memory,316,13.83,24-VBGA,Surface Mount,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7201/S80KS5123.pdf,https://www.digikey.com/en/products/detail/infineon-technologies/S80KS5123GABHA020/15965306,35 ns,200 MHz,Not Verified,,PSRAM,SPI - Octal I/O,64M x 8,512Mbit,Volatile,-40°C ~ 85°C (TA),,HYPERRAM™,PSRAM (Pseudo SRAM),1.7V ~ 2V,35ns
