MPN,Manufacturer,Description,Subcategory,Stock,Unit Price,Package,Mounting Type,Status,Datasheet URL,Product URL,Current - Supply,Data Rate,DigiKey Programmable,Function,Grade,Input Type,Interface,Number of Inputs,Number of Outputs,Operating Temperature,Output Type,Protocol,Qualification,Series,Standards,Voltage - Supply
MAX96752RGTN/VY+,Analog Devices Inc./Maxim Integrated,"MAX96752RGTN/VY+, T5688Y+6",pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96752RGTN-VY/25580962,,,,,,,,,,,,,,,,
MAX96753FGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH HDMI 2.0 I,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96753FGTN-V/25581010,,,,,,,,,,,,,,,,
MAX96754GTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 DESERIALIZER WITH DUAL LVD,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96754GTN-V/25580978,,,,,,,,,,,,,,,,
MAX96754GTN/VY+,Analog Devices Inc./Maxim Integrated,"HDCP, 6GBPS GMSL2 OLDI DESERIALI",pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96754GTN-VY/25580987,,,,,,,,,,,,,,,,
MAX96755FGTN/V+,Analog Devices Inc./Maxim Integrated,IC SERIALIZER SMD,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96755FGTN-V/12083850,,,,,,,,,,,,,,,,
MAX96755FGTN/V+T,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DSI INPUT,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96755FGTN-V-T/16675124,,,,,,,,,,,,,,,,
MAX96755FGTN/VY+,Analog Devices Inc./Maxim Integrated,6GBPS GMSL2 DSI SERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96755FGTN-VY/25580989,,,,,,,,,,,,,,,,
MAX96755GTN/VY+,Analog Devices Inc./Maxim Integrated,6GBPS GMSL2 DSI SERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96755GTN-VY/25581075,,,,,,,,,,,,,,,,
MAX96755RGTN/VY+,Analog Devices Inc./Maxim Integrated,6GBPS GMSL2 DSI SERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96755RGTN-VY/25580948,,,,,,,,,,,,,,,,
MAX96756FGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 DESERIALIZER WITH COAX/STP,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96756FGTN-V/25581009,,,,,,,,,,,,,,,,
MAX96756GTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL2 DESERIALIZER WITH COAX/STP,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96756GTN-VY/25581086,,,,,,,,,,,,,,,,
MAX96760BGTM/V+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96760BGTM-V/25581011,,,,,,,,,,,,,,,,
MAX96762GTM/V+,Analog Devices Inc./Maxim Integrated,GMSL2 DUAL OLDI DES. GMSL2 END P,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96762GTM-V/25581032,,,,,,,,,,,,,,,,
MAX96765GTN/VY+,Analog Devices Inc./Maxim Integrated,6GBPS GMSL2 HDMI SERIALIZER WITH,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96765GTN-VY/25580974,,,,,,,,,,,,,,,,
MAX96767GTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DP SERIALIZER WITH RGMII,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96767GTN-VY/25581083,,,,,,,,,,,,,,,,
MAX96772GTM/VY+,Analog Devices Inc./Maxim Integrated,6GBPS GMSL2 EDP DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96772GTM-VY/25581061,,,,,,,,,,,,,,,,
MAX96774GTM/VY+,Analog Devices Inc./Maxim Integrated,6GBPS GMSL2 EDP DESERIALIZER W/E,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96774GTM-VY/25580973,,,,,,,,,,,,,,,,
MAX96781GTN/V+,Analog Devices Inc./Maxim Integrated,GMSL1/GMSL2 DISPLAYPORT SERIALIZ,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96781GTN-V/25581073,,,,,,,,,,,,,,,,
MAX96781GTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL1/GMSL2 DISPLAYPORT SERIALIZ,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96781GTN-VY/25580952,,,,,,,,,,,,,,,,
MAX96783GTN/V+,Analog Devices Inc./Maxim Integrated,GMSL1/GMSL2 DISPLAYPORT SERIALIZ,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96783GTN-V/25581103,,,,,,,,,,,,,,,,
MAX96783GTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL1/GMSL2 DISPLAYPORT SERIALIZ,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96783GTN-VY/25580947,,,,,,,,,,,,,,,,
MAX96789FGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96789FGTN-V/25581046,,,,,,,,,,,,,,,,
MAX96789FGTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96789FGTN-VY/25581085,,,,,,,,,,,,,,,,
MAX96789GTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96789GTN-V/25581079,,,,,,,,,,,,,,,,
MAX96789GTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96789GTN-VY/25581088,,,,,,,,,,,,,,,,
MAX96789HGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96789HGTN-V/25581016,,,,,,,,,,,,,,,,
MAX96789HGTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96789HGTN-VY/25581043,,,,,,,,,,,,,,,,
MAX96791GTN/V+,Analog Devices Inc./Maxim Integrated,GMSL2 SERIALIZER WITH DUAL 4-LAN,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96791GTN-V/25580967,,,,,,,,,,,,,,,,
MAX96792AGTM/VY+,Analog Devices Inc./Maxim Integrated,"DUAL, TUNNELING 12GBPS GMSL3/GMS",pmic-power-management-specialized,0,58.83,48-WFQFN Exposed Pad,"Surface Mount, Wettable Flank",Active,https://www.analog.com/MAX96792A/datasheet,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96792AGTM-VY/25580959,,12Gbps,,Deserializer,Automotive,GMSL,,2,10,-40°C ~ 105°C (TA),"CSI-2, MIPI",,AEC-Q100,,,"0.95V ~ 1.05V, 1.14V ~ 1.26V, 1.7V ~ 1.9V, 1.7V ~ 3.6V"
MAX96792AGTM/VY+T,Analog Devices Inc./Maxim Integrated,"DUAL, TUNNELING 12GBPS GMSL3/GMS",pmic-power-management-specialized,0,45.4762,48-WFQFN Exposed Pad,"Surface Mount, Wettable Flank",Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max96792.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96792AGTM-VY-T/28245172,,12Gbps,,Deserializer,Automotive,GMSL,,2,10,-40°C ~ 105°C (TA),"CSI-2, MIPI",,AEC-Q100,,,"0.95V ~ 1.05V, 1.14V ~ 1.26V, 1.7V ~ 1.9V, 1.7V ~ 3.6V"
MAX96793GTJ/VY+,Analog Devices Inc./Maxim Integrated,CSI-2 TO GMSL3 SERIALIZER,pmic-power-management-specialized,235,44.22,32-WFQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/MAX96793/datasheet,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96793GTJ-VY/25581058,,12Gbps,,Serializer,Automotive,"CSI-2, MIPI",,10,2,-40°C ~ 105°C (TA),GMSL,,AEC-Q100,,,"0.95V ~ 1.26V, 1.7V ~ 1.9V, 1.7V ~ 3.6V"
MAX96793GTJ/VY+T,Analog Devices Inc./Maxim Integrated,CSI-2 TO GMSL3 SERIALIZER,pmic-power-management-specialized,0,33.3872,32-WFQFN Exposed Pad,Surface Mount,Active,https://www.analog.com/media/en/technical-documentation/data-sheets/max96793.pdf,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96793GTJ-VY-T/28245161,,12Gbps,,Serializer,Automotive,"CSI-2, MIPI",,10,2,-40°C ~ 105°C (TA),GMSL,,AEC-Q100,,,"0.95V ~ 1.26V, 1.7V ~ 1.9V, 1.7V ~ 3.6V"
MAX96851GTN/V+,Analog Devices Inc./Maxim Integrated,DAISY CHAIN EDP/DP SER GMSL3 GMS,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96851GTN-V/25580950,,,,,,,,,,,,,,,,
MAX96851GTN/VY+,Analog Devices Inc./Maxim Integrated,"DAISY CHAIN, HDCP EDP/DP SER W/",pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96851GTN-VY/25581070,,,,,,,,,,,,,,,,
MAX96853GTN/V+,Analog Devices Inc./Maxim Integrated,DAISY CHAIN EDP/DP SER GMSL3 GMS,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96853GTN-V/25580949,,,,,,,,,,,,,,,,
MAX96853GTN/VY+,Analog Devices Inc./Maxim Integrated,"DAISY CHAIN, HDCP EDP/DP SER W/",pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96853GTN-VY/25581090,,,,,,,,,,,,,,,,
MAX96855ACGTN/V+,Analog Devices Inc./Maxim Integrated,"GMSL3/2 DP SERIALIZER, NO DAISY",pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96855ACGTN-V/25580951,,,,,,,,,,,,,,,,
MAX96856ACGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL3 EDP/DP DES W/ HDCP2.3,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96856ACGTN-V/25581008,,,,,,,,,,,,,,,,
MAX96861GTN/V+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DP SERIALIZER WITH RGMII,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96861GTN-V/25580986,,,,,,,,,,,,,,,,
MAX96861GTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DP SERIALIZER WITH RGMII,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96861GTN-VY/25580977,,,,,,,,,,,,,,,,
MAX96870BGTM/V+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96870BGTM-V/25581107,,,,,,,,,,,,,,,,
MAX96872BGTM/V+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96872BGTM-V/25581035,,,,,,,,,,,,,,,,
MAX96872BGTM/VY+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96872BGTM-VY/25581023,,,,,,,,,,,,,,,,
MAX96878BGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96878BGTN-V/25580963,,,,,,,,,,,,,,,,
MAX96878GTN/V+,Analog Devices Inc./Maxim Integrated,DUAL OLDI DES W/ DAISY CHAIN. GM,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96878GTN-V/25581024,,,,,,,,,,,,,,,,
MAX96880BGTN/V+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96880BGTN-V/25580988,,,,,,,,,,,,,,,,
MAX96880BGTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DAISY CHAIN DESERIALIZER,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96880BGTN-VY/25581026,,,,,,,,,,,,,,,,
MAX96880GTN/V+,Analog Devices Inc./Maxim Integrated,DUAL OLDI DES W/ DAISY CHAIN. GM,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96880GTN-V/25580975,,,,,,,,,,,,,,,,
MAX96983BGTN/VY+,Analog Devices Inc./Maxim Integrated,GMSL3/2 DP SERIALIZER WITH RGMII,pmic-power-management-specialized,0,0.0,-,-,Discontinued at DigiKey,,https://www.digikey.com/en/products/detail/analog-devices-inc-maxim-integrated/MAX96983BGTN-VY/25580996,,,,,,,,,,,,,,,,
MC33388D,NXP USA Inc.,IC CAN FAULT TOL INTRFACE 14SOIC,pmic-supervisors,0,2.12018,"14-SOIC (0.154"", 3.90mm Width)",,Obsolete,https://www.nxp.com/docs/en/data-sheet/MC33388.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/MC33388D/560200,5mA,,Not Verified,Physical Layer Controller,,,,,,-40°C ~ 125°C,,CANbus,,,,4.75V ~ 5.25V
MC33389ADH,NXP USA Inc.,IC SYSTEM BASE W/CAN 20-HSOP,pmic-supervisors,0,5.74867,"20-SOIC (0.433"", 11.00mm Width) Exposed Pad",,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/573/MC33389.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/MC33389ADH/560201,,,Not Verified,,,,,,,,,,,,,
MC34825EPR2,NXP USA Inc.,IC USB MINI UNIV CHARGING 20QFN,pmic-supervisors,0,2.41,20-UFQFN Exposed Pad,,Obsolete,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1028/MC34825EP.pdf,https://www.digikey.com/en/products/detail/nxp-usa-inc/MC34825EPR2/2257560,100mA,,Not Verified,Switch,,,I2C,,,-40°C ~ 85°C,,USB,,,USB 2.0,2.7V ~ 5.5V
MC92600JUB,NXP USA Inc.,IC SERDES QUAD 1.25GBAUD 217BGA,pmic-power-management-specialized,0,0.0,217-BBGA,Surface Mount,Obsolete,,https://www.digikey.com/en/products/detail/nxp-usa-inc/MC92600JUB/559891,,1.25Gbps,,Serializer/Deserializer,,LVTTL,,4,4,,TTL,,,,,3V ~ 3.6V
MCDP9000B0T,Kinetic Technologies,USB TYPE-C PORT CONTROLLER QFN44,pmic-supervisors,3521,3.16,24-VFQFN Exposed Pad,,Active,https://www.digikey.com//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7135/PdfFile_166626.pdf,https://www.digikey.com/en/products/detail/kinetic-technologies/MCDP9000B0T/13557885,,,Not Verified,Controller,,,USB,,,0°C ~ 70°C,,I2C,,,,4.5V ~ 5.5V
MCP2140-I/P,Microchip Technology,IC IRDA CONTROLLER DTE/DCE 18DIP,pmic-supervisors,0,2.3408,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/21790B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140-I-P/560819,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140-I/SO,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 18SOIC,pmic-supervisors,0,2.233,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/21790B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140-I-SO/560820,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140-I/SS,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 20SSOP,pmic-supervisors,0,2.91,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/21790B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140-I-SS/560821,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140A-I/P,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 18DIP,pmic-supervisors,233,2.62,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22050B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140A-I-P/1636003,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140A-I/SO,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 18SOIC,pmic-supervisors,0,2.32542,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22050B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140A-I-SO/1636021,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140A-I/SS,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 20SSOP,pmic-supervisors,0,2.44861,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22050B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140A-I-SS/1636041,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140AT-I/SO,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 18SOIC,pmic-supervisors,0,2.3254,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22050B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140AT-I-SO/1635246,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,2V ~ 5.5V
MCP2140AT-I/SS,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 20SSOP,pmic-supervisors,0,2.91,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/en/DeviceDoc/22050B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140AT-I-SS/1635247,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,2V ~ 5.5V
MCP2140T-I/SO,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 18SOIC,pmic-supervisors,0,2.233,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/21790B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140T-I-SO/562447,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2140T-I/SS,Microchip Technology,IC IRDA CONTROLLR DTE/DCE 20SSOP,pmic-supervisors,0,2.3716,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/MSLD/ProductDocuments/DataSheets/21790B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2140T-I-SS/562448,2.2mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2150-I/P,Microchip Technology,IC IRDA STD CONTROLLER 18DIP,pmic-supervisors,0,4.7432,"18-DIP (0.300"", 7.62mm)",,Last Time Buy,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21655C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2150-I-P/397872,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2150-I/SO,Microchip Technology,IC IRDA STD CONTROLLER 18SOIC,pmic-supervisors,55,5.42,"18-SOIC (0.295"", 7.50mm Width)",,Last Time Buy,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21655C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2150-I-SO/397873,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2150-I/SS,Microchip Technology,IC IRDA STD CONTROLLER 20SSOP,pmic-supervisors,50,5.42,"20-SSOP (0.209"", 5.30mm Width)",,Last Time Buy,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21655C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2150-I-SS/442264,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2150T-I/SO,Microchip Technology,IC IRDA STD CONTROLLER 18SOIC,pmic-supervisors,0,4.543,"18-SOIC (0.295"", 7.50mm Width)",,Last Time Buy,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21655C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2150T-I-SO/443716,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2150T-I/SS,Microchip Technology,IC IRDA STD CONTROLLER 20SSOP,pmic-supervisors,0,4.543,"20-SSOP (0.209"", 5.30mm Width)",,Last Time Buy,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21655C.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2150T-I-SS/443715,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2155-I/P,Microchip Technology,IC IRDA PROTOCOL CTRLR 18DIP,pmic-supervisors,82,5.67,"18-DIP (0.300"", 7.62mm)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21690B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2155-I-P/442300,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2155-I/SO,Microchip Technology,IC IRDA PROTOCOL CTRLR 18SOIC,pmic-supervisors,0,4.54302,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21690B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2155-I-SO/442335,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2155-I/SS,Microchip Technology,IC IRDA PROTOCOL CTRLR 20SSOP,pmic-supervisors,0,4.54299,"20-SSOP (0.209"", 5.30mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21690B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2155-I-SS/442265,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
MCP2155T-I/SO,Microchip Technology,IC IRDA PROTOCOL CONTRLR 18-SOIC,pmic-supervisors,0,4.543,"18-SOIC (0.295"", 7.50mm Width)",,Active,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21690B.pdf,https://www.digikey.com/en/products/detail/microchip-technology/MCP2155T-I-SO/443717,7mA,,Not Verified,Controller,,,UART,,,-40°C ~ 125°C,,IRDA®,,,,3V ~ 5.5V
